temperature,humidity,ph,light_lux,co2_ppm,soil_moisture,crop_type,condition
24.37,67.68,6.39,42414.58,926.89,62.95,Basil,optimal
22.52,47.26,5.85,51297.21,1288.58,79.26,Basil,optimal
34.83,36.91,6.17,49486.17,1136.88,59.08,Basil,warning
23.36,51.82,7.3,37857.83,426.44,51.39,Basil,optimal
25.88,63.47,5.95,43320.56,575.79,65.88,Basil,optimal
27.52,68.62,6.41,31725.63,990.54,62.67,Basil,optimal
22.48,56.41,6.94,55596.17,633.93,59.21,Basil,optimal
20.51,41.24,7.09,57395.67,493.24,58.72,Basil,optimal
21.33,59.03,6.84,41109.29,980.58,61.47,Basil,optimal
25.37,59.7,6.84,33257.42,1226.18,56.53,Basil,optimal
27.69,48.86,6.1,28761.81,1480.32,65.19,Basil,optimal
30.27,65.7,5.61,49145.92,1236.24,52.94,Basil,optimal
30.49,42.85,5.94,28027.74,667.43,52.67,Basil,optimal
23.05,51.09,7.5,29956.42,1029.03,62.56,Basil,warning
26.89,47.5,6.0,58926.13,732.59,40.45,Basil,optimal
33.08,50.21,7.29,30381.98,1422.71,78.65,Basil,optimal
27.09,67.4,7.39,33670.65,1135.53,66.64,Basil,optimal
26.48,60.34,6.6,30496.53,718.86,40.15,Basil,optimal
18.71,40.5,7.02,25272.93,627.35,60.6,Basil,warning
24.5,63.78,5.7,59515.36,1313.7,60.72,Basil,optimal
20.8,46.03,6.06,27774.3,1218.19,77.76,Basil,optimal
30.26,66.85,6.85,24052.08,481.96,75.27,Basil,optimal
27.55,49.5,5.92,45033.97,1110.46,67.69,Basil,optimal
31.24,60.11,7.0,21537.15,1148.96,47.04,Basil,optimal
30.13,47.89,6.73,32207.86,1399.78,42.82,Basil,optimal
25.79,53.99,5.89,22610.59,643.31,46.69,Basil,optimal
24.31,63.42,7.01,24998.37,1427.56,73.35,Basil,optimal
22.94,45.76,6.79,43755.12,815.48,41.24,Basil,optimal
23.53,59.76,7.04,29126.74,912.67,71.3,Basil,optimal
22.65,65.42,5.66,53799.32,994.49,72.04,Basil,optimal
23.89,51.78,5.3,26924.95,629.05,72.65,Basil,warning
25.33,47.98,6.38,23308.16,578.31,62.63,Basil,optimal
28.15,55.98,5.42,44336.16,1359.1,70.33,Basil,warning
20.77,56.48,5.86,50817.02,1217.28,47.29,Basil,optimal
17.83,55.65,7.07,31730.78,837.14,59.13,Basil,warning
31.67,45.44,5.87,30179.79,892.49,42.61,Basil,optimal
23.16,56.61,6.95,21657.27,1037.84,55.28,Basil,optimal
27.26,65.94,5.55,41836.3,1444.69,55.7,Basil,optimal
31.53,70.06,6.75,40974.75,1242.94,71.85,Basil,warning
31.84,39.5,6.87,54673.48,490.71,49.95,Basil,warning
32.66,60.96,5.56,43204.02,1062.21,47.6,Basil,optimal
20.11,56.04,6.42,29499.14,1113.2,45.65,Basil,optimal
25.0,40.21,6.78,57540.42,435.78,54.65,Basil,optimal
21.14,57.03,6.05,43251.55,1308.85,64.87,Basil,optimal
28.08,43.49,6.44,45342.28,1168.65,45.39,Basil,optimal
31.2,46.49,6.54,30546.23,1052.19,44.65,Basil,optimal
34.06,62.57,6.07,53099.78,1447.8,64.92,Basil,optimal
24.01,48.01,6.72,29235.34,1385.35,51.07,Basil,optimal
21.47,68.03,5.99,46844.07,672.76,53.24,Basil,optimal
27.73,66.64,6.72,40006.13,846.44,52.0,Basil,optimal
33.95,42.59,7.19,50860.28,761.06,72.05,Basil,optimal
27.77,46.61,6.19,36004.62,1286.3,53.73,Basil,optimal
27.97,44.48,7.45,28959.63,1341.46,46.62,Basil,optimal
26.26,45.41,6.58,47029.99,555.79,70.94,Basil,optimal
33.49,40.42,5.44,22317.35,687.15,78.56,Basil,warning
24.83,64.74,6.31,50111.17,1051.14,50.03,Basil,optimal
34.2,39.78,5.5,38074.23,857.89,65.54,Basil,warning
19.79,62.44,6.83,32813.51,898.85,42.09,Basil,warning
28.95,57.0,6.55,20221.36,1286.54,54.67,Basil,optimal
22.68,62.7,7.97,42165.87,490.9,66.16,Basil,warning
36.98,42.4,5.26,37608.23,419.01,53.75,Basil,warning
22.28,57.88,5.84,31522.98,1430.85,63.6,Basil,optimal
29.96,61.35,5.56,37624.77,665.95,52.46,Basil,optimal
31.69,68.39,5.76,37124.67,1478.25,64.25,Basil,optimal
29.17,60.82,6.54,49324.66,746.72,66.69,Basil,optimal
26.79,63.02,5.32,46348.85,1086.81,77.23,Basil,warning
26.79,61.27,5.4,30745.0,519.73,51.62,Basil,warning
26.41,58.68,5.5,28037.59,1181.6,69.76,Basil,optimal
28.99,65.53,6.72,28286.28,963.94,70.78,Basil,optimal
30.64,54.17,6.46,29850.05,820.12,66.76,Basil,optimal
27.44,60.34,7.06,21675.82,1224.83,68.35,Basil,optimal
27.37,37.35,6.26,32996.94,1161.3,60.97,Basil,warning
24.46,60.71,5.75,45862.53,1500.5,45.96,Basil,warning
19.28,67.33,6.23,46590.88,791.01,70.97,Basil,warning
26.28,49.09,7.14,31012.55,1183.68,52.06,Basil,optimal
28.39,52.36,6.78,39242.05,560.51,70.88,Basil,optimal
32.37,71.85,5.9,48545.65,631.2,44.67,Basil,warning
22.59,42.75,7.26,43937.9,1092.12,69.24,Basil,optimal
34.39,40.3,6.8,36158.73,746.7,71.55,Basil,optimal
27.51,66.58,7.35,27771.33,974.61,70.07,Basil,optimal
25.38,47.28,6.34,24784.98,660.51,70.97,Basil,optimal
23.99,56.65,7.21,34530.34,870.53,67.82,Basil,optimal
30.21,61.64,6.5,38921.27,1376.89,59.21,Basil,optimal
33.48,65.86,6.43,20050.01,702.33,58.64,Basil,optimal
36.38,42.95,7.53,60178.12,923.65,47.07,Basil,warning
31.72,45.43,5.88,23756.69,1460.97,77.94,Basil,optimal
25.56,50.31,6.55,26440.19,915.3,77.29,Basil,optimal
28.56,57.11,6.67,35963.87,1455.52,54.3,Basil,optimal
19.2,65.36,7.61,39440.83,517.51,44.71,Basil,warning
32.53,41.8,5.83,50155.44,635.0,55.47,Basil,optimal
26.17,58.09,6.52,40830.73,1008.51,48.73,Basil,optimal
20.93,47.02,5.83,52205.04,1411.19,68.26,Basil,optimal
21.2,59.67,7.15,40760.2,461.23,63.76,Basil,optimal
30.83,63.63,6.94,30844.74,1194.6,53.61,Basil,optimal
29.92,55.0,6.91,39891.75,731.75,80.59,Basil,warning
21.61,47.6,6.97,40467.81,1136.56,59.59,Basil,optimal
31.02,51.54,7.24,28253.0,1378.06,56.46,Basil,optimal
19.47,68.18,7.15,22721.29,814.68,70.99,Basil,warning
26.99,64.54,6.59,52250.82,906.25,40.73,Basil,optimal
23.08,40.27,7.42,56895.52,688.56,54.52,Basil,optimal
32.17,54.39,7.39,32851.02,952.36,74.06,Basil,optimal
25.79,62.17,7.08,34541.89,1236.33,62.45,Basil,optimal
32.28,55.7,5.66,48544.47,772.43,64.2,Basil,optimal
32.81,62.37,6.31,29032.35,978.98,56.98,Basil,optimal
29.79,61.1,6.73,22341.2,795.94,53.22,Basil,optimal
24.51,55.28,5.95,33961.01,1048.23,72.09,Basil,optimal
27.32,50.87,7.04,37456.88,836.94,68.64,Basil,optimal
22.51,40.54,5.91,30861.23,1284.13,50.48,Basil,optimal
29.22,44.14,5.46,53098.64,1447.8,47.08,Basil,warning
29.39,49.88,6.61,47916.74,1511.24,54.97,Basil,warning
25.13,60.06,7.31,20983.91,459.33,63.8,Basil,optimal
20.24,54.69,6.42,52673.73,1267.4,74.42,Basil,optimal
37.11,60.73,5.94,55870.17,1518.54,40.29,Basil,warning
29.58,49.58,6.14,50993.87,772.06,46.04,Basil,optimal
24.52,54.61,5.71,33579.68,1060.34,68.65,Basil,optimal
19.24,58.15,7.12,33683.63,1244.38,57.26,Basil,warning
28.55,73.44,6.66,39564.21,929.6,76.07,Basil,warning
25.83,59.83,6.92,44875.71,1226.14,52.72,Basil,optimal
34.77,67.75,5.91,40825.39,726.61,75.44,Basil,optimal
33.08,52.05,6.04,45883.54,578.26,62.19,Basil,optimal
30.53,47.0,6.59,45587.5,1467.05,43.52,Basil,optimal
20.37,46.44,6.05,22429.17,807.44,50.05,Basil,optimal
24.51,48.39,7.15,48124.29,1434.58,47.0,Basil,optimal
23.31,43.04,6.69,45885.29,671.83,68.3,Basil,optimal
24.48,49.12,6.42,58226.12,1388.33,41.01,Basil,optimal
32.91,52.57,6.37,33399.16,1329.73,68.0,Basil,optimal
34.11,48.73,6.79,40522.32,962.88,50.99,Basil,optimal
21.65,66.26,7.07,54206.33,1435.27,46.45,Basil,optimal
21.34,58.36,7.28,27059.07,494.68,72.36,Basil,optimal
35.83,51.69,7.38,51004.24,744.66,46.63,Basil,warning
23.85,51.95,6.18,58520.39,860.69,41.35,Basil,optimal
18.81,67.49,6.37,58409.23,1462.36,77.76,Basil,warning
31.48,64.88,6.76,58211.89,1297.46,69.75,Basil,optimal
31.94,66.15,6.46,30895.31,565.05,78.45,Basil,optimal
21.03,62.79,6.42,38659.99,545.43,44.79,Basil,optimal
26.35,62.04,5.88,47659.23,1498.61,54.61,Basil,optimal
35.51,44.52,6.36,43709.14,625.12,59.34,Basil,warning
26.25,59.41,6.01,34529.51,1482.63,53.68,Basil,optimal
31.29,69.03,6.63,51600.36,1474.08,53.35,Basil,optimal
23.78,50.9,6.8,23955.34,465.0,48.1,Basil,optimal
22.44,34.04,6.78,44066.92,954.84,45.51,Basil,warning
32.17,60.39,5.59,43435.98,456.07,54.26,Basil,optimal
33.71,57.24,5.47,54594.86,507.04,60.29,Basil,warning
27.34,59.64,7.35,35899.67,1125.31,63.48,Basil,optimal
23.13,63.61,6.43,43895.62,787.62,76.97,Basil,optimal
26.82,51.62,6.7,31535.46,1137.16,73.35,Basil,optimal
27.62,68.14,7.08,35557.71,664.56,75.36,Basil,optimal
20.16,51.85,7.07,22425.74,1106.87,74.3,Basil,optimal
22.41,49.96,5.57,42650.54,464.96,41.89,Basil,optimal
22.04,54.23,7.0,46781.4,743.14,52.45,Basil,optimal
28.96,60.88,7.0,26091.28,480.15,59.7,Basil,optimal
26.5,64.86,5.66,51850.75,1483.77,71.46,Basil,optimal
30.33,42.09,7.5,44004.15,1133.92,58.78,Basil,warning
33.8,53.87,6.4,27955.54,999.86,47.55,Basil,optimal
20.93,54.64,7.25,54554.73,1421.64,77.08,Basil,optimal
34.93,58.97,5.77,44765.34,1083.93,43.45,Basil,optimal
31.59,53.79,5.81,56591.21,610.84,44.88,Basil,optimal
20.06,63.33,7.48,23230.77,962.33,68.46,Basil,optimal
32.29,61.83,6.11,36159.14,1403.43,80.04,Basil,warning
23.19,70.38,6.2,51005.64,518.84,64.19,Basil,warning
29.69,67.88,6.09,46139.91,1193.0,69.92,Basil,optimal
29.45,61.62,6.76,34714.81,528.94,77.27,Basil,optimal
20.25,46.74,6.31,51743.62,644.17,66.04,Basil,optimal
25.2,38.97,7.15,45649.86,481.69,72.0,Basil,warning
24.84,64.54,6.3,28879.17,1028.61,57.67,Basil,optimal
33.27,53.9,6.88,20976.55,951.99,53.47,Basil,optimal
21.53,65.68,6.76,32530.76,884.42,60.42,Basil,optimal
18.89,61.79,7.57,49348.13,816.03,42.41,Basil,warning
20.36,55.4,7.23,38952.72,1385.26,62.98,Basil,optimal
30.67,62.14,5.82,41461.6,513.61,76.52,Basil,optimal
34.45,54.86,7.19,53593.21,970.06,66.53,Basil,optimal
31.87,49.82,5.91,53134.46,600.22,52.44,Basil,optimal
30.75,54.07,5.74,59209.77,912.25,79.1,Basil,optimal
26.49,64.33,7.26,33588.75,495.44,46.19,Basil,optimal
22.91,58.85,5.88,31648.7,525.58,63.95,Basil,optimal
29.8,56.62,7.49,32052.11,1490.64,62.38,Basil,optimal
34.98,41.33,7.46,49602.61,1026.44,37.54,Basil,warning
20.07,44.03,5.78,32520.34,1336.63,71.48,Basil,optimal
29.7,50.5,6.78,53393.35,1530.88,70.43,Basil,warning
32.85,46.76,6.89,46922.73,1038.56,84.14,Basil,warning
27.57,65.79,5.61,35889.55,511.65,65.4,Basil,optimal
28.6,44.66,7.29,27372.32,885.61,61.08,Basil,optimal
22.51,65.34,6.33,40995.27,849.71,62.02,Basil,optimal
33.65,50.34,5.88,56524.57,1514.74,47.93,Basil,warning
24.29,41.41,6.24,39398.39,418.88,48.07,Basil,optimal
34.94,46.18,7.12,42621.22,671.36,60.37,Basil,optimal
20.34,50.11,5.54,43660.5,945.9,40.21,Basil,optimal
33.35,45.37,7.42,30397.47,1521.02,81.43,Basil,warning
24.08,49.06,7.34,26829.12,406.21,63.22,Basil,optimal
23.11,51.18,6.62,31037.69,523.78,66.7,Basil,optimal
28.79,59.84,7.01,28992.82,1376.73,77.83,Basil,optimal
24.61,65.86,6.27,54526.28,1412.93,81.37,Basil,warning
29.21,56.43,5.63,41666.43,1301.85,42.0,Basil,optimal
34.42,60.9,6.93,48290.72,1441.28,67.99,Basil,optimal
23.14,66.86,7.34,44803.48,1258.37,64.94,Basil,optimal
20.39,51.29,6.47,39862.08,992.27,53.51,Basil,optimal
32.28,47.13,5.96,48131.85,1005.88,47.59,Basil,optimal
27.27,62.75,5.75,54331.39,975.7,61.37,Basil,optimal
28.2,52.35,5.94,46866.04,831.41,79.06,Basil,optimal
34.31,41.97,5.97,36013.98,1044.43,73.52,Basil,optimal
21.85,62.92,5.88,40962.04,1051.27,74.39,Basil,optimal
32.4,62.56,5.54,50112.78,1201.34,66.64,Basil,optimal
19.87,51.3,5.78,55888.09,801.45,75.91,Basil,warning
24.87,63.34,5.44,48015.86,1130.82,45.22,Basil,warning
27.74,61.55,6.57,57356.56,628.94,81.06,Basil,warning
29.11,70.95,6.28,54453.77,1319.07,58.6,Basil,warning
31.9,60.47,5.67,49004.99,1178.38,55.44,Basil,optimal
23.43,53.77,7.29,54401.77,798.07,52.45,Basil,optimal
22.92,52.96,5.86,33376.0,989.24,61.22,Basil,optimal
31.1,67.98,5.74,29199.77,858.36,75.62,Basil,optimal
21.84,65.05,6.13,57849.54,456.82,49.31,Basil,optimal
20.08,60.86,6.79,28492.5,476.42,70.37,Basil,optimal
29.95,68.07,5.47,42560.24,1416.71,47.82,Basil,warning
27.42,62.89,5.86,50932.48,1298.28,50.19,Basil,optimal
22.92,55.25,5.66,48235.97,586.44,71.04,Basil,optimal
29.11,53.83,6.2,21552.18,1328.91,57.88,Basil,optimal
24.74,60.95,6.41,32062.33,603.12,46.28,Basil,optimal
21.91,69.3,5.61,53563.07,1365.66,70.62,Basil,optimal
36.11,51.55,7.3,42023.43,1304.74,58.44,Basil,warning
23.93,67.76,6.31,58236.89,1294.36,66.75,Basil,optimal
29.08,64.43,7.25,45075.87,1500.82,60.91,Basil,warning
21.9,69.25,5.78,35789.21,873.66,77.05,Basil,optimal
28.66,71.39,6.01,30932.96,828.71,69.34,Basil,warning
29.77,46.16,5.9,34598.04,1228.9,54.67,Basil,optimal
32.44,48.69,7.42,59312.93,1091.52,76.7,Basil,optimal
30.47,63.47,6.25,41953.08,814.1,47.97,Basil,optimal
34.04,43.59,6.55,49974.52,1321.87,54.28,Basil,optimal
28.52,54.49,6.87,46110.69,456.28,59.85,Basil,optimal
30.1,67.52,5.36,44248.79,969.46,64.97,Basil,warning
33.41,44.84,6.45,41110.06,943.73,57.39,Basil,optimal
33.61,45.25,5.87,43313.12,1381.56,67.44,Basil,optimal
21.99,59.18,6.05,43079.35,995.0,50.75,Basil,optimal
30.96,60.64,6.58,28552.44,1394.98,49.66,Basil,optimal
33.63,55.35,6.38,39398.83,1375.72,73.42,Basil,optimal
30.06,57.32,6.83,29446.53,968.28,44.01,Basil,optimal
22.34,58.32,6.96,52224.73,1443.56,44.89,Basil,optimal
24.61,48.38,6.37,31262.67,688.33,75.14,Basil,optimal
24.48,63.89,6.64,57398.04,405.34,47.74,Basil,optimal
27.35,44.66,5.58,38676.94,1237.47,68.41,Basil,optimal
28.17,66.35,6.84,20510.54,1001.29,78.35,Basil,optimal
29.12,63.33,5.74,34627.49,1316.07,42.9,Basil,optimal
30.27,56.23,5.96,57505.29,426.1,76.89,Basil,optimal
32.54,70.47,6.42,37933.19,1173.1,45.36,Basil,warning
23.53,54.39,7.52,40658.3,623.6,50.16,Basil,warning
30.33,61.6,5.93,27644.99,1060.19,56.49,Basil,optimal
27.41,62.5,6.65,55720.29,838.91,56.36,Basil,optimal
25.05,66.27,6.29,53248.81,1173.09,52.89,Basil,optimal
26.5,53.01,6.92,45533.84,638.73,71.1,Basil,optimal
21.11,41.88,6.94,33315.71,568.04,80.84,Basil,warning
32.96,46.97,7.35,44288.08,983.31,54.42,Basil,optimal
25.97,46.84,5.71,30290.24,1173.83,78.2,Basil,optimal
24.53,48.24,6.89,46974.25,689.91,60.72,Basil,optimal
34.81,64.75,6.09,36162.21,1376.12,70.92,Basil,optimal
30.95,64.11,6.58,42666.11,1112.54,51.99,Basil,optimal
27.17,48.73,5.68,52564.47,610.06,43.83,Basil,optimal
30.27,62.05,6.07,58377.55,602.85,65.83,Basil,optimal
28.44,55.33,7.1,54970.22,738.07,80.92,Basil,warning
28.07,58.65,5.76,50062.91,1321.52,43.59,Basil,optimal
25.3,58.41,7.0,40900.46,1079.18,53.62,Basil,optimal
33.11,51.75,6.41,37393.71,1274.02,72.59,Basil,optimal
34.01,42.03,7.31,32151.08,1380.76,78.9,Basil,optimal
30.42,64.7,6.81,21034.06,401.63,43.99,Basil,optimal
33.78,60.07,6.66,28817.85,1418.87,49.77,Basil,optimal
31.57,46.56,6.79,27456.88,1032.98,67.56,Basil,optimal
34.3,56.5,6.24,36006.48,498.89,68.95,Basil,optimal
25.0,52.59,5.09,46822.32,1283.76,47.01,Basil,warning
22.45,61.7,7.09,24750.74,869.67,52.5,Basil,optimal
19.24,48.06,7.47,52663.97,1045.37,64.08,Basil,warning
28.95,68.96,7.01,27738.1,870.53,70.78,Basil,optimal
32.33,43.66,7.28,26250.68,500.35,71.69,Basil,optimal
30.71,63.33,5.54,30073.07,874.82,73.42,Basil,optimal
26.27,55.54,5.62,54546.47,1034.88,54.24,Basil,optimal
22.81,49.83,5.71,38480.56,765.16,43.34,Basil,optimal
34.14,48.18,6.9,24852.17,1057.64,64.27,Basil,optimal
32.14,62.84,6.61,51341.64,865.81,70.16,Basil,optimal
25.46,50.59,6.81,42028.99,878.35,79.42,Basil,optimal
28.97,63.51,6.47,48623.46,1250.17,63.72,Basil,optimal
21.64,55.92,7.15,22877.41,1018.37,41.28,Basil,optimal
26.2,58.85,6.29,24990.49,1439.21,75.6,Basil,optimal
30.04,45.84,6.95,33244.29,1083.45,55.86,Basil,optimal
23.85,61.19,6.67,41166.73,555.32,58.27,Basil,optimal
32.05,64.16,5.72,27127.54,1443.2,71.73,Basil,optimal
34.04,41.94,5.47,43343.0,1366.26,42.75,Basil,warning
20.52,73.04,5.98,45704.0,1004.27,58.12,Basil,warning
33.16,43.24,5.96,29974.48,1017.57,67.62,Basil,optimal
21.79,46.64,5.66,45847.93,1101.62,71.49,Basil,optimal
25.33,61.34,6.13,49942.26,1094.87,53.45,Basil,optimal
31.8,66.58,5.98,45109.5,1491.28,67.39,Basil,optimal
25.77,65.16,6.17,51053.21,531.25,76.63,Basil,optimal
36.8,60.29,6.63,28157.68,1161.24,42.98,Basil,warning
29.88,51.48,6.04,52922.05,1228.64,49.14,Basil,optimal
25.22,52.76,6.23,28725.22,533.15,49.88,Basil,optimal
31.26,53.13,7.02,50675.24,737.25,41.03,Basil,optimal
32.65,46.55,6.33,43727.54,1415.86,70.93,Basil,optimal
21.37,58.94,6.5,26468.05,754.2,69.97,Basil,optimal
25.12,53.32,7.58,39428.7,963.17,71.61,Basil,warning
34.59,68.46,6.76,54287.56,1421.33,68.58,Basil,optimal
25.83,45.09,6.7,39555.3,1432.79,41.0,Basil,optimal
35.34,69.0,5.87,55290.3,1015.03,50.69,Basil,warning
28.75,69.93,6.65,45133.85,638.96,42.07,Basil,optimal
35.6,48.27,6.2,23342.48,1338.94,72.54,Basil,warning
23.8,55.43,6.1,52764.99,725.9,57.64,Basil,optimal
25.0,59.34,5.68,43028.93,1260.39,45.42,Basil,optimal
23.86,55.93,6.23,44806.65,881.19,55.81,Basil,optimal
26.32,58.66,6.63,49787.3,951.09,60.79,Basil,optimal
35.32,44.41,6.62,24443.71,1123.43,78.16,Basil,warning
27.9,56.7,6.36,50232.36,1073.69,63.09,Basil,optimal
22.09,44.15,6.37,24262.1,530.61,45.78,Basil,optimal
26.69,44.32,7.57,47173.89,666.93,73.93,Basil,warning
24.03,63.75,6.17,39327.89,829.63,50.2,Basil,optimal
31.55,54.13,5.33,32409.98,1234.73,53.8,Basil,warning
27.67,45.08,7.0,37587.45,398.5,63.83,Basil,warning
26.55,56.59,6.91,35775.53,1400.15,41.72,Basil,optimal
35.65,56.42,6.77,55824.79,1099.73,59.25,Basil,warning
27.84,59.17,5.68,29743.11,517.95,60.45,Basil,optimal
23.69,69.7,6.04,44630.96,767.18,66.62,Basil,optimal
23.22,48.23,6.42,32272.41,584.06,59.85,Basil,optimal
30.06,52.81,6.99,52227.37,642.3,49.54,Basil,optimal
18.49,51.34,7.17,51003.47,1447.19,49.22,Basil,warning
31.07,49.31,6.74,50310.85,525.15,45.38,Basil,optimal
26.18,50.97,7.14,46676.42,732.2,72.25,Basil,optimal
30.4,67.99,6.85,47804.34,1332.44,73.2,Basil,optimal
21.75,60.85,6.04,28940.37,609.16,43.32,Basil,optimal
31.36,39.69,7.52,58839.68,972.51,72.31,Basil,warning
28.67,46.91,7.08,37028.76,1351.59,74.29,Basil,optimal
35.6,62.03,6.45,42185.09,775.02,65.53,Basil,warning
20.18,72.3,5.55,44004.8,713.09,72.22,Basil,warning
28.86,60.24,6.88,24568.72,750.53,61.65,Basil,optimal
24.66,40.86,5.99,38793.96,553.78,65.58,Basil,optimal
22.73,71.82,6.02,35299.38,629.83,58.72,Basil,warning
29.55,58.03,6.91,58909.97,1127.7,47.6,Basil,optimal
21.91,65.33,7.09,46031.84,996.26,77.68,Basil,optimal
27.72,57.78,6.32,35188.5,699.26,74.48,Basil,optimal
24.24,46.16,5.76,49961.78,497.77,43.2,Basil,optimal
26.73,49.55,7.4,55237.55,943.97,43.81,Basil,optimal
26.95,66.68,6.51,52038.65,862.44,43.69,Basil,optimal
33.66,48.26,5.8,25800.8,557.93,55.6,Basil,optimal
34.14,48.44,6.94,22728.38,488.89,44.76,Basil,optimal
26.73,66.6,7.36,53671.35,1359.33,45.04,Basil,optimal
25.0,65.54,7.42,47124.25,1366.85,53.38,Basil,optimal
30.58,50.74,5.68,23243.51,1394.1,45.25,Basil,optimal
35.56,56.33,6.7,22749.79,471.78,68.93,Basil,warning
26.52,42.92,5.68,29505.48,1308.72,65.82,Basil,optimal
22.73,59.44,6.26,42834.84,734.84,43.0,Basil,optimal
23.56,54.73,7.01,37303.16,1050.79,65.6,Basil,optimal
23.59,69.0,6.45,29764.7,400.24,53.4,Basil,optimal
22.11,55.16,6.37,29956.44,553.06,74.8,Basil,optimal
35.18,63.78,7.27,41734.09,1327.49,62.09,Basil,warning
26.21,42.51,6.06,38471.75,1099.29,41.96,Basil,optimal
17.79,45.78,6.35,49955.84,402.49,59.32,Basil,warning
25.36,63.67,7.34,35253.54,1483.76,76.67,Basil,optimal
29.79,50.86,5.71,43509.5,1359.41,54.42,Basil,optimal
27.71,58.88,6.97,42818.36,963.72,51.69,Basil,optimal
28.83,55.7,6.69,45543.41,755.99,66.99,Basil,optimal
29.79,65.85,6.5,47098.56,923.96,54.4,Basil,optimal
29.74,42.17,5.97,26271.89,1489.84,49.93,Basil,optimal
25.89,58.75,5.47,23317.3,580.1,45.33,Basil,warning
22.19,56.96,5.81,56668.01,969.06,49.34,Basil,optimal
24.18,60.45,6.1,22233.17,1286.84,56.5,Basil,optimal
31.02,70.72,6.44,32786.25,804.01,74.94,Basil,warning
33.86,56.34,7.41,40150.91,423.37,44.16,Basil,optimal
25.79,51.07,7.14,51988.22,534.01,40.29,Basil,optimal
33.04,50.58,5.56,23938.11,647.04,77.69,Basil,optimal
21.0,59.29,5.13,56084.72,975.9,76.41,Basil,warning
23.7,48.02,6.7,58505.21,562.69,58.56,Basil,optimal
33.41,49.46,7.47,44510.49,933.83,54.75,Basil,optimal
29.89,60.01,6.85,23080.5,1121.79,76.47,Basil,optimal
24.59,43.28,6.68,24281.61,1415.65,60.33,Basil,optimal
28.22,49.41,6.67,43051.55,1518.76,68.79,Basil,warning
35.37,68.29,7.09,22783.64,695.66,72.58,Basil,warning
18.6,54.11,7.37,57130.1,891.44,72.23,Basil,warning
24.84,43.53,6.26,37956.25,975.68,82.0,Basil,warning
31.04,44.03,6.68,38437.01,1327.5,65.07,Basil,optimal
27.85,43.59,7.07,51675.62,617.6,68.27,Basil,optimal
20.5,53.7,6.84,24549.43,1120.23,44.93,Basil,optimal
32.45,42.97,6.6,54072.03,475.69,74.77,Basil,optimal
31.58,50.59,7.28,56086.2,1240.32,72.19,Basil,optimal
23.0,51.65,7.29,23833.57,833.69,76.87,Basil,optimal
29.19,39.63,7.17,32847.26,441.22,73.57,Basil,warning
31.89,52.13,6.45,50178.17,1057.47,51.57,Basil,optimal
36.54,57.23,7.08,22510.37,665.14,50.47,Basil,warning
32.6,65.26,6.78,42862.53,896.41,45.68,Basil,optimal
28.14,69.12,7.06,29870.36,1045.7,76.26,Basil,optimal
31.43,45.72,6.08,24341.11,1344.14,62.41,Basil,optimal
30.09,43.17,7.15,29094.94,1452.06,74.7,Basil,optimal
17.8,60.13,6.23,47561.92,623.77,53.06,Basil,warning
19.38,51.91,6.79,54455.69,607.15,77.52,Basil,warning
32.77,66.65,7.07,33372.68,1435.76,48.13,Basil,optimal
27.72,54.58,6.86,34278.94,1384.57,48.51,Basil,optimal
28.59,45.6,7.52,28660.03,1254.1,66.66,Basil,warning
32.42,64.99,7.36,45937.87,956.43,47.31,Basil,optimal
28.14,61.31,7.37,31533.14,821.03,56.24,Basil,optimal
30.38,62.38,5.9,41899.49,676.29,61.6,Basil,optimal
35.24,63.05,6.56,34790.81,1021.09,68.38,Basil,warning
21.63,48.88,5.97,20750.3,1271.45,58.21,Basil,optimal
28.83,54.56,6.91,40343.63,946.46,73.2,Basil,optimal
31.04,40.69,6.6,25198.95,1024.17,68.98,Basil,optimal
21.28,45.11,5.82,51960.63,582.53,70.03,Basil,optimal
20.75,60.77,6.08,27312.27,1098.84,72.22,Basil,optimal
30.68,60.72,6.18,36021.33,1312.72,71.41,Basil,optimal
25.24,72.39,5.85,58277.49,1214.88,65.82,Basil,warning
29.22,66.19,6.95,30370.76,1266.05,44.16,Basil,optimal
25.69,67.52,5.99,37287.08,878.74,62.63,Basil,optimal
32.3,62.13,7.41,55514.07,1061.11,54.46,Basil,optimal
24.49,57.02,6.94,40816.02,1372.19,50.4,Basil,optimal
31.92,58.29,6.03,36799.73,424.06,76.28,Basil,optimal
31.85,59.26,7.83,56428.27,1412.7,53.3,Basil,warning
22.12,62.23,6.05,31138.94,675.05,45.11,Basil,optimal
31.36,37.42,6.88,31177.22,1078.77,78.29,Basil,warning
31.1,51.91,5.72,33435.98,892.59,74.11,Basil,optimal
33.83,66.84,5.91,39152.05,671.6,54.64,Basil,optimal
34.68,67.61,5.7,34155.69,1069.39,45.49,Basil,optimal
25.65,59.5,6.45,55160.57,1037.3,67.06,Basil,optimal
29.44,51.42,6.81,59448.97,630.73,68.89,Basil,optimal
29.78,63.74,6.0,21015.41,1396.22,49.88,Basil,optimal
26.89,68.08,7.2,46950.91,915.43,66.42,Basil,optimal
28.6,50.66,6.39,44778.68,474.51,38.19,Basil,warning
22.9,43.96,5.78,46708.4,836.28,40.9,Basil,optimal
20.16,56.71,6.82,60085.74,972.26,43.96,Basil,warning
26.05,62.63,6.35,46265.13,1395.56,40.88,Basil,optimal
